Postal code;Lat;Long
6984;5.014.984.404.058.580;5.574.347.416.754.610
4360;50.718.706.886.537.000;53.547.688.508.954.400
7880;5.075.357.491.255.140;3.731.663.175.948.140
3190;5.097.551.341.323.070;4.578.350.830.548.790
9800;5.098.786.919.100.000;35.164.337.686.649.900
4780;5.033.201.406.836.700;6.036.229.494.728.140
4630;5.061.859.649.966.730;5.745.533.226.378.790
4760;5.034.551.850.347.330;6.333.485.173.401.630
4171;5.050.253.136.444.040;5.573.724.208.598.250
7538;50.572.528.257.787.400;3.508.473.443.089.570
6530;5.030.332.639.911.260;4.247.028.109.916.080
6280;5.036.017.223.758.730;4.523.242.741.162.940
6592;50.031.929.456.819.100;4.224.103.116.240.290
1009;5.087.298.266.192.050;4.375.234.148.039.780
1048;5.087.298.266.192.050;4.375.234.148.039.780
1080;5.085.522.961.973.380;4.318.418.678.989.750
2600;5.119.213.330.584.180;4.431.973.220.636.260
2340;5.132.032.913.642.490;4.834.400.497.031.080
2861;51.059.134.417.535.500;4.575.467.319.838.730
2440;5.116.646.686.399.130;4.984.736.550.693.130
2070;5.123.137.750.205.670;4.319.816.188.688.970
2880;5.109.084.846.028.830;4.228.201.007.273.270
2221;5.104.634.221.090.040;47.673.047.365.352.000
3078;5.087.197.687.503.420;45.607.874.765.310.100
3384;5.086.937.462.434.680;4.921.409.000.971.560
3191;509.849.690.381.292;4.542.268.865.741.870
1701;5.083.153.616.046.330;4.232.494.457.999.710
9310;5.095.430.084.590.070;4.101.311.151.466.270
9042;51.161.780.043.746.800;3.810.343.889.705.420
9520;509.399.317.811.508;39.054.061.642.290.900
9552;50.908.600.221.464.900;3.889.208.165.923.360
4728;50.709.171.658.711.300;6.030.889.633.776.080
4520;5.054.868.891.995.820;5.181.242.811.816.950
4987;5.042.261.730.261.760;5.787.930.660.775.990
4557;5.047.689.493.645.060;5.383.587.116.690.830
7130;5.043.277.241.381.590;4.091.806.919.824.020
7503;5.062.489.136.694.390;3.346.537.083.665.320
7622;5.052.282.341.554.430;34.445.838.928.066.200
7603;5.049.830.025.259.290;3.613.561.374.498.210
7041;5.037.493.720.462.300;4.024.781.199.341.020
1170;5.079.291.924.189.040;4.423.479.931.708.100
1332;50.722.532.048.805.400;4.500.249.260.661.120
1435;5.064.437.790.193.210;4.610.583.193.636.520
1471;50.594.766.353.469.500;44.335.308.077.062.500
1480;5.068.403.302.110.260;41.943.623.736.711
2300;513.289.645.417.869;4.940.164.879.461.020
2370;5.133.462.182.308.600;5.085.447.550.635.010
2243;51.198.617.734.043.500;4.695.739.820.672.810
2160;5.120.678.750.787.160;4.518.952.239.348.570
5300;50.470.976.974.644.300;5.045.737.027.703.340
5544;5.016.335.709.112.080;4.792.448.026.629.190
5004;50.478.874.984.040.600;4.893.869.705.686.030
3806;5.077.914.883.264.710;5.135.227.965.158.730
8530;5.084.348.326.097.590;3.317.611.496.271.600
8900;50.855.344.107.999.300;28.957.068.009.838.300
8930;50.804.089.742.749.800;31.215.173.255.091.200
6680;5.000.000.388.003.770;5.557.721.163.814.330
6704;4.971.240.298.450.450;58.586.753.191.074.500
6740;4.966.464.260.205.260;5.615.989.158.827.700
3400;5.076.667.903.877.650;5.039.508.072.145.600
1800;5.093.012.891.009.880;4.428.578.360.497.880
1840;51.014.505.411.782.600;4.296.428.516.201.440
4701;5.065.021.570.484.300;60.495.715.672.490.100
6533;50.323.462.089.031.300;4.261.483.400.913.280
7120;5.039.629.094.528.610;4.095.748.578.678.030
7534;5.061.105.853.195.000;35.520.671.325.420.700
7543;5.065.395.242.995.070;3.438.963.243.139.200
7943;506.083.969.205.011;389.326.844.668.147
6540;50.358.020.372.384.500;4.266.199.327.463.460
7536;5.059.123.450.717.160;34.415.599.804.543.500
7901;5.062.058.136.421.660;3.594.621.384.457.760
7903;5.059.531.937.409.010;36.568.557.842.774.400
7141;50.442.037.889.702.900;4.256.948.981.157.710
1011;5.087.298.266.192.050;4.375.234.148.039.780
1030;50.861.805.515.601.400;438.605.713.534.583
1450;5.057.826.594.178.640;4.618.303.657.381.860
1461;5.064.968.399.763.800;4.300.030.197.749.630
2840;5.110.462.897.076.040;4.407.466.354.353.440
5012;50.457.759.547.420.400;4.854.539.162.275.630
5502;5.028.599.157.049.040;4.992.689.154.104.470
5572;5.012.749.275.678.510;5.044.689.986.719.530
5580;5.015.164.063.847.280;5.170.062.938.055.320
3560;5.099.602.445.645.070;5.199.884.737.277.810
3690;5.093.287.623.158.770;55.754.019.777.598.200
6723;4.971.862.344.579.240;56.154.254.778.907.700
6820;49.688.935.334.473.300;5.320.695.987.212.540
6940;50.324.817.507.035;5.418.311.627.470.630
1880;5.101.138.982.072.440;4.366.670.334.804.050
1790;5.091.260.930.190.060;4.106.537.553.803.070
3293;5.097.915.616.259.630;5.028.035.926.090.060
1785;5.096.497.401.622.390;4.232.932.989.110.510
9406;5.084.455.637.967.900;39.904.657.170.479.500
9971;5.119.309.612.643.190;36.356.493.131.868.600
9403;5.080.217.727.662.270;4.061.660.845.254.380
9940;5.112.040.642.924.180;37.075.201.896.052.200
9982;5.125.944.310.696.150;35.766.214.003.970.900
9572;5.080.264.947.555.910;3.817.041.723.218.180
9280;5.099.414.481.507.900;4.137.729.814.030.580
4610;5.063.300.984.234.390;5.671.567.293.582.610
4851;5.074.698.777.915.340;597.976.403.510.126
4680;5.071.149.221.666.190;5.611.734.922.005.850
4790;5.018.191.676.082.760;6.116.242.106.180.690
4800;5.056.914.523.874.430;5.879.655.823.611.430
4870;5.058.736.496.113.960;5.731.972.613.312.910
4800;5.059.152.456.135.570;5.865.875.472.582.380
4032;50.614.135.660.989.200;5.623.582.074.795.950
5350;50.441.864.713.360.200;5.147.327.658.298.040
5330;5.037.122.276.200.270;4.942.849.651.844.250
5020;5.046.106.075.009.520;48.034.428.349.936.900
3520;5.099.193.999.281.110;5.376.662.200.197.100
3721;50.867.733.483.119.800;54.309.721.883.501.300
8470;511.562.401.145.374;29.597.453.837.462.300
8580;5.077.754.918.828.230;34.483.560.009.053.000
6780;49.631.621.783.058.700;5.839.067.589.370.510
9052;5.100.344.710.907.640;37.083.253.028.608.000
9910;5.113.162.078.202.460;3.480.613.447.575.080
4162;5.048.680.247.711.930;54.980.820.472.359.900
4683;5.069.624.198.676.860;5.654.562.602.832.890
4254;5.065.619.859.696.320;5.175.652.517.689.510
4650;5.063.257.057.410.080;5.838.799.006.571.900
4820;50.613.315.193.492.200;5.854.411.888.490.790
4654;5.067.624.576.270.800;5.807.628.310.761.860
4430;5.065.833.644.138.830;5.528.168.774.947.650
6440;50.133.096.318.864.600;43.494.113.497.929.000
7911;50.685.314.316.780.700;3.628.571.814.619.290
7024;50.412.633.442.688.000;39.451.466.052.179.500
7012;5.045.206.420.035.340;38.964.343.000.960.700
6791;4.957.086.993.737.880;5.844.003.703.149.030
6960;5.030.006.951.081.890;56.511.780.487.737.700
1761;5.084.979.781.140.370;41.277.646.012.156.500
7810;5.061.786.635.385.120;38.047.203.981.833.200
1044;50.861.805.515.601.400;438.605.713.534.583
1380;50.683.720.905.648.100;4.487.230.128.604.430
2099;51.248.447.820.724.300;4.376.134.025.032.600
2220;5.106.268.641.706.410;472.968.659.576.947
2250;5.116.347.229.635.080;4.885.612.822.364.900
2050;51.248.447.820.724.300;4.376.134.025.032.600
2288;5.116.186.795.577.680;47.365.146.054.743.600
1741;50.855.789.286.666.100;4.155.622.977.848.150
1982;50.967.822.951.963.000;4.503.548.665.909.500
9620;5.086.893.462.600.800;3.790.568.577.398.000
9451;5.088.499.243.738.450;39.811.720.709.385.900
9000;51.053.260.703.972.000;3.720.262.345.300.750
4550;50.521.984.968.720.800;5.385.171.379.484.150
4653;5.065.978.684.223.360;5.758.240.678.205.080
4845;5.050.986.541.186.600;5.950.080.404.670.830
7340;5.041.357.901.065.890;3.837.522.601.240.580
7900;5.059.212.889.282.020;36.154.793.651.811.900
7812;50.628.632.330.168.700;3.725.435.693.581.200
7050;5.052.814.330.556.840;3.918.679.117.161.570
7951;5.059.062.474.667.930;37.684.146.960.625.100
1012;5.087.298.266.192.050;4.375.234.148.039.780
1007;5.087.298.266.192.050;4.375.234.148.039.780
1140;5.087.001.921.742.840;4.408.236.007.087.510
1360;50.619.095.318.139.700;4.765.632.118.823.370
1430;5.065.387.528.143.720;4.124.926.940.143.260
1476;50.575.783.513.789.200;4.410.456.750.172.970
1495;50.549.583.794.306.300;4.535.360.186.118.470
2430;5.108.791.988.851.710;50.461.260.886.208.400
2328;5.147.294.429.226.780;4.800.455.130.217.270
2820;51.027.021.221.986.600;454.466.040.398.519
2260;51.118.648.677.888.000;4.893.322.739.960.340
2811;5.102.601.332.098.990;4.400.356.854.897.050
2110;51.229.586.673.387.200;4.516.867.253.463.560
5504;5.023.963.348.274.690;4.987.813.904.353.070
5574;5.008.885.978.622.480;50.034.189.402.375.500
3630;5.097.378.286.902.590;5.652.242.272.891.970
3730;5.084.869.483.874.830;54.825.239.806.318.200
8020;51.115.614.510.612.100;320.946.687.009.095
8200;5.119.372.229.465.930;31.708.734.667.446.000
8380;51.319.188.488.680.800;31.984.127.435.592.200
8420;51.246.343.172.418.700;30.238.645.867.311.700
8581;5.079.966.114.606.920;3.503.222.554.493.060
6741;4.966.704.544.782.030;5.669.204.381.387.050
6800;49.966.023.829.437.100;5.380.064.364.430.560
6880;4.984.977.519.876.710;5.240.492.986.044.480
6922;5.005.960.656.940.020;5.131.211.208.965.810
6951;50.145.729.472.352.200;5.430.710.856.296.990
6982;5.020.224.682.438.740;5.670.560.135.809.370
1733;50.909.272.565.714.300;4.186.788.555.395.830
1853;5.090.929.474.624.260;4.342.915.597.541.700
1930;5.088.338.465.440.310;447.820.494.125.249
3051;5.080.458.708.010.640;4.650.360.859.796.000
1740;50.873.253.369.539.500;4.180.161.626.217.870
3461;5.091.333.849.949.680;4.942.971.194.176.070
